timestamp(ms),PL.pY
52833.19899362555,0.42404186725616455
52933.19899362555,0.4425910711288452
53033.19899362555,0.5036695003509521
53133.19899362555,0.5177816152572632
53233.19899362555,0.5130383372306824
53333.19899362555,0.5183102488517761
53433.19899362555,0.5494034290313721
53533.19899362555,0.5436920523643494
53633.19899362555,0.5323740839958191
53733.19899362555,0.5532667636871338
53833.19899362555,0.5341171622276306
53933.19899362555,0.5830206274986267
54033.19899362555,0.60450679063797
54133.19899362555,0.5777443051338196
54233.19899362555,0.5286931395530701
54333.19899362555,0.5247554183006287
54433.19899362555,0.5298526287078857
54533.19899362555,0.5540369153022766
54633.19899362555,0.5865298509597778
54733.19899362555,0.6203272342681885
54833.19899362555,0.6340104341506958
54933.19899362555,0.6712474822998047
55033.19899362555,0.737322986125946
55133.19899362555,0.7666395306587219
55233.19899362555,0.8572662472724915
55333.19899362555,0.9282687902450562
55433.19899362555,0.9732065796852112
55533.19899362555,1.0127989053726196
55633.19899362555,1.0474233627319336
55733.19899362555,1.0606958866119385
55833.19899362555,1.0920132398605347
55933.19899362555,1.1715859174728394
56033.19899362555,1.2023561000823975
56133.19899362555,1.1677565574645996
56233.19899362555,1.1336681842803955
56333.19899362555,1.1452898979187012
56433.19899362555,1.194494366645813
56533.19899362555,1.2736793756484985
56633.19899362555,1.2804577350616455
56733.19899362555,1.3229402303695679
56833.19899362555,1.3686673641204834
56933.19899362555,1.3584119081497192
57033.19899362555,1.3256895542144775
57133.19899362555,1.268110752105713
57233.19899362555,1.2661501169204712
57333.19899362555,1.2617905139923096
57433.19899362555,1.2669353485107422
57533.19899362555,1.2729514837265015
57633.19899362555,1.2880438566207886
57733.19899362555,1.2768607139587402
57833.19899362555,1.2350059747695923
57933.19899362555,1.2161014080047607
58033.19899362555,1.2052993774414062
58133.19899362555,1.2000354528427124
58233.19899362555,1.1908286809921265
58333.19899362555,1.2070449590682983
58433.19899362555,1.2129122018814087
58533.19899362555,1.2098045349121094
58633.19899362555,1.1508272886276245
58733.19899362555,1.122998595237732
58833.19899362555,1.0985519886016846
58933.19899362555,1.0846742391586304
59033.19899362555,1.0161553621292114
59133.19899362555,0.9648475646972656
59233.19899362555,0.9270073771476746
59333.19899362555,0.8709339499473572
59433.19899362555,0.7547972202301025
59533.19899362555,0.6380246877670288
59633.19899362555,0.5293275713920593
59733.19899362555,0.4036482572555542
59833.19899362555,0.2664693295955658
59933.19899362555,0.08599736541509628
60033.19899362555,-0.3289792537689209
60133.19899362555,-0.36396855115890503
60233.19899362555,-0.7097340822219849
60333.19899362555,-1.0450100898742676
60433.19899362555,-1.2519621849060059
60533.19899362555,-1.5755196809768677
60633.19899362555,-1.9517266750335693
60733.19899362555,-2.1286849975585938
60833.19899362555,-2.469877004623413
60933.19899362555,-2.700545072555542
61033.19899362555,-2.7605855464935303
61133.19899362555,-2.9337990283966064
61233.19899362555,-3.0557878017425537
61333.19899362555,-3.165008544921875
61433.19899362555,-3.2887637615203857
61533.19899362555,-3.4622888565063477
61633.19899362555,-3.5452756881713867
61733.19899362555,-3.75362229347229
61833.19899362555,-3.9250335693359375
61933.19899362555,-3.997056484222412
62033.19899362555,-4.164348602294922
62133.19899362555,-4.275755882263184
62233.19899362555,-4.3379034996032715
62333.19899362555,-4.424898147583008
62433.19899362555,-4.483712673187256
62533.19899362555,-4.419183254241943
62633.19899362555,-4.353017807006836
62733.19899362555,-4.462489604949951
62833.19899362555,-4.308535099029541
62933.19899362555,-4.410628318786621
63033.19899362555,-4.273017883300781
63133.19899362555,-3.9589908123016357
63233.19899362555,-3.699314594268799
63333.19899362555,-3.4030160903930664
63433.19899362555,-3.479383945465088
63533.19899362555,-3.054661750793457
63633.19899362555,-2.665971517562866
63733.19899362555,-2.702863931655884
63833.19899362555,-2.1890246868133545
63933.19899362555,-1.668446660041809
64033.19899362555,-1.0936551094055176
64133.19899362555,-1.0814485549926758
64233.19899362555,-0.4975215494632721
64333.19899362555,0.11476004868745804
64433.19899362555,0.14449189603328705
64533.19899362555,0.8388424515724182
64633.19899362555,1.5147713422775269
64733.19899362555,1.5632529258728027
64833.19899362555,2.354076385498047
64933.19899362555,3.11533784866333
65033.19899362555,3.183974027633667
65133.19899362555,4.009496688842773
65233.19899362555,4.817577838897705
65333.19899362555,4.905911445617676
65433.19899362555,7.150083065032959
65533.19899362555,8.338279724121094
65633.19899362556,8.751392364501953
65733.19899362556,9.742932319641113
65833.19899362556,10.774683952331543
65933.19899362556,11.067612648010254
66033.19899362556,11.83893871307373
66133.19899362556,12.420077323913574
66233.19899362556,12.650873184204102
66333.19899362556,13.288802146911621
66433.19899362556,13.703060150146484
66533.19899362556,14.07771110534668
66633.19899362556,14.33730411529541
66733.19899362556,14.831948280334473
66833.19899362556,15.277576446533203
66933.19899362556,15.510189056396484
67033.19899362556,15.883235931396484
67133.19899362556,16.19428062438965
67233.19899362556,16.417247772216797
67333.19899362556,16.663711547851562
67433.19899362556,16.87535858154297
67533.19899362556,16.826650619506836
67633.19899362556,17.22968292236328
67733.19899362556,17.301359176635742
67833.19899362556,17.492698669433594
67933.19899362556,17.31032943725586
68033.19899362556,17.035202026367188
68133.19899362556,17.157094955444336
68233.19899362556,16.813682556152344
68333.19899362556,16.45937728881836
68433.19899362556,16.011695861816406
68533.19899362556,16.188549041748047
68633.19899362556,15.808539390563965
68733.19899362556,15.286664962768555
68833.19899362556,14.847384452819824
68933.19899362556,14.342458724975586
69033.19899362556,14.386794090270996
69133.19899362556,13.620957374572754
69233.19899362556,12.911465644836426
69333.19899362556,12.926399230957031
69433.19899362556,12.204495429992676
69533.19899362556,11.491000175476074
69633.19899362556,11.479893684387207
69733.19899362556,10.79542350769043
69833.19899362556,10.106558799743652
69933.19899362556,9.45776081085205
70033.19899362556,8.808491706848145
70133.19899362556,8.146502494812012
70233.19899362556,8.082326889038086
70333.19899362556,7.470996856689453
70433.19899362556,6.819044589996338
70533.19899362556,6.737766265869141
70633.19899362556,6.136268615722656
70733.19899362556,5.609193325042725
70833.19899362556,5.0028228759765625
70933.19899362556,4.868342399597168
71033.19899362556,4.260599613189697
71133.19899362556,3.587421417236328
71233.19899362556,3.4370410442352295
71333.19899362556,2.7859249114990234
71433.19899362556,2.19599986076355
71533.19899362556,2.032074451446533
71633.19899362556,1.5064263343811035
71733.19899362556,1.073359727859497
71833.19899362556,0.9033089280128479
71933.19899362556,0.4425821304321289
72033.19899362556,0.04285697266459465
72133.19899362556,-0.07015500217676163
72233.19899362556,-0.22498266398906708
72333.19899362556,-0.17328621447086334
72433.19899362556,-0.2339882105588913
72533.19899362556,-0.2993144392967224
72633.19899362556,-0.20920804142951965
72733.19899362556,-0.2474350929260254
72833.19899362556,-0.16446982324123383
72933.19899362556,-0.1272670179605484
73033.19899362556,-0.14593125879764557
73133.19899362556,-0.03411420062184334
73233.19899362556,0.06781497597694397
73333.19899362556,0.2096540778875351
73433.19899362556,0.31073111295700073
73533.19899362556,0.522172749042511
73633.19899362556,0.6210182309150696
73733.19899362556,0.7923299670219421
73833.19899362556,1.0419458150863647
73933.19899362556,1.1770808696746826
74033.19899362556,1.4137929677963257
74133.19899362556,1.644342064857483
74233.19899362556,1.7783865928649902
74333.19899362556,1.9803884029388428
74433.19899362556,2.2928006649017334
74533.19899362556,2.372464656829834
74633.19899362556,2.6927125453948975
74733.19899362556,2.95105242729187
74833.19899362556,3.053077220916748
74933.19899362556,3.3658344745635986
75033.19899362556,3.4199304580688477
75133.19899362556,3.5443778038024902
75233.19899362556,3.665461778640747
75333.19899362556,3.8231122493743896
75433.19899362556,3.966554641723633
75533.19899362556,4.006908416748047
75633.19899362556,4.174254894256592
75733.19899362556,4.338107109069824
75833.19899362556,4.382690906524658
75933.19899362556,4.550661087036133
76033.19899362556,4.741308212280273
76133.19899362556,4.790141582489014
76233.19899362556,5.035849094390869
76333.19899362556,5.287050247192383
76433.19899362556,5.342435359954834
76533.19899362556,5.4423699378967285
76633.19899362556,5.513876438140869
76733.19899362556,5.5701093673706055
76833.19899362556,5.656978130340576
76933.19899362556,5.715837001800537
77033.19899362556,5.629780292510986
77133.19899362556,5.477795600891113
77233.19899362556,5.40031099319458
77333.19899362556,5.34090518951416
77433.19899362556,5.2458391189575195
77533.19899362556,5.175230503082275
77633.19899362556,5.119965076446533
77733.19899362556,5.041827201843262
77833.19899362556,4.972525119781494
77933.19899362556,4.926311016082764
78033.19899362556,4.859275817871094
78133.19899362556,4.779781818389893
78233.19899362556,4.747647285461426
78333.19899362556,4.661840915679932
78433.19899362556,4.554968357086182
78533.19899362556,4.5413079261779785
78633.19899362556,4.449952125549316
78733.19899362556,4.257020473480225
78833.19899362556,4.174075126647949
78933.19899362556,3.951201915740967
79033.19899362556,3.7236862182617188
79133.19899362556,3.646216630935669
79233.19899362556,3.524178981781006
79333.19899362556,3.3524725437164307
79433.19899362556,3.223748207092285
79533.19899362556,3.144649028778076
79633.19899362556,3.0511674880981445
79733.19899362556,2.9390361309051514
79833.19899362556,2.8960554599761963
79933.19899362556,2.833922863006592
80033.19899362556,2.794440269470215
80133.19899362556,2.7650585174560547
80233.19899362556,2.74629545211792
80333.19899362556,2.7940797805786133
80433.19899362556,2.8114609718322754
80533.19899362556,2.83750581741333
80633.19899362556,2.8884856700897217
80733.19899362556,2.9261057376861572
80833.19899362556,3.023787498474121
80933.19899362556,3.093980312347412
81033.19899362556,3.025794744491577
81133.19899362556,2.9620249271392822
81233.19899362556,2.9099016189575195
81333.19899362556,2.8996105194091797
81433.19899362556,2.878023624420166
81533.19899362556,2.872796058654785
81633.19899362556,2.8902738094329834
81733.19899362556,2.929194450378418
81833.19899362556,2.975827693939209
81933.19899362556,3.0175793170928955
82033.19899362556,3.1130728721618652
82133.19899362556,3.187013864517212
82233.19899362556,3.246121406555176
82333.19899362556,3.393812417984009
82433.19899362556,3.5036773681640625
82533.19899362556,3.5856776237487793
82633.19899362556,3.7232089042663574
82733.19899362556,3.856368064880371
82833.19899362556,3.9509105682373047
82933.19899362556,4.109828948974609
83033.19899362556,4.038974761962891
83133.19899362556,3.971970558166504
83233.19899362556,3.9173126220703125
83333.19899362556,3.9063305854797363
83433.19899362556,3.9072062969207764
83533.19899362556,3.9457309246063232
83633.19899362556,4.030585289001465
83733.19899362556,4.137304782867432
83833.19899362556,4.184770584106445
83933.19899362556,4.359060764312744
84033.19899362556,4.540558815002441
84133.19899362556,4.607525825500488
84233.19899362556,4.847503662109375
84333.19899362556,5.052982330322266
84433.19899362556,5.181134223937988
84533.19899362556,5.439971446990967
84633.19899362556,5.7334513664245605
84733.19899362556,5.862494945526123
84833.19899362556,6.185990333557129
84933.19899362556,6.558784008026123
85033.19899362556,6.285806179046631
85133.19899362556,5.4771857261657715
85233.19899362556,5.152172088623047
85333.19899362556,5.072556495666504
85433.19899362556,4.859415531158447
85533.19899362556,4.778642654418945
85633.19899362556,4.758937835693359
85733.19899362556,4.781087875366211
85833.19899362556,4.8856377601623535
85933.19899362556,4.9239726066589355
86033.19899362556,3.8988265991210938
86133.19899362556,3.227215528488159
86233.19899362556,2.6685097217559814
86333.19899362556,1.8951956033706665
86433.19899362556,1.3531339168548584
86533.19899362556,0.9937503337860107
86633.19899362556,0.4726981818675995
86733.19899362556,0.11224500089883804
86833.19899362556,-0.04528793692588806
86933.19899362556,-0.3605518341064453
87033.19899362556,-0.6760395765304565
87133.19899362556,-0.8338646292686462
87233.19899362556,-1.1496750116348267
87333.19899362556,-1.46570885181427
87433.19899362556,-1.6238000392913818
87533.19899362556,-1.9401384592056274
87633.19899362556,-2.256674289703369
87733.19899362556,-2.6085867881774902
87833.19899362556,-2.819828987121582
87933.19899362556,-3.24259614944458
88033.19899362556,-3.6656758785247803
88133.19899362556,-3.8773353099823
88233.19899362556,-4.300828456878662
88333.19899362556,-4.7245683670043945
88433.19899362556,-4.936656951904297
88533.19899362556,-5.361577033996582
88633.19899362556,-5.787511825561523
88733.19899362556,0
88833.19899362556,0
88933.19899362556,0
89033.19899362556,0
