timestamp(ms),PL.pX
53233.19899362555,456.50616455078125
53333.19899362555,457.45062255859375
53433.19899362555,458.4039611816406
53533.19899362555,458.0418701171875
53633.19899362555,456.9335021972656
53733.19899362555,456.61773681640625
53833.19899362555,456.53790283203125
53933.19899362555,456.74542236328125
54033.19899362555,457.2431640625
54133.19899362555,457.64276123046875
54233.19899362555,457.74993896484375
54333.19899362555,456.3765869140625
54433.19899362555,456.14752197265625
54533.19899362555,455.5849609375
54633.19899362555,455.3065185546875
54733.19899362555,455.39599609375
54833.19899362555,455.59576416015625
54933.19899362555,456.0720520019531
55033.19899362555,454.5929870605469
55133.19899362555,453.6293640136719
55233.19899362555,452.53204345703125
55333.19899362555,451.8172607421875
55433.19899362555,451.4989929199219
55533.19899362555,451.26190185546875
55633.19899362555,451.22137451171875
55733.19899362555,451.3671875
55833.19899362555,451.8900451660156
55933.19899362555,452.46685791015625
56033.19899362555,451.8641357421875
56133.19899362555,449.9018249511719
56233.19899362555,448.77490234375
56333.19899362555,447.9537353515625
56433.19899362555,447.2469787597656
56533.19899362555,446.8522033691406
56633.19899362555,446.6915588378906
56733.19899362555,446.6291809082031
56833.19899362555,446.9197692871094
56933.19899362555,447.38348388671875
57033.19899362555,447.979248046875
57133.19899362555,448.9988708496094
57233.19899362555,449.2658996582031
57333.19899362555,447.01513671875
57433.19899362555,445.331298828125
57533.19899362555,444.8902587890625
57633.19899362555,444.1738586425781
57733.19899362555,443.3668518066406
57833.19899362555,443.1212463378906
57933.19899362555,442.8162536621094
58033.19899362555,442.7106018066406
58133.19899362555,442.527587890625
58233.19899362555,442.7892761230469
58333.19899362555,443.23992919921875
58433.19899362555,443.6657409667969
58533.19899362555,444.091552734375
58633.19899362555,445.15228271484375
58733.19899362555,445.01348876953125
58833.19899362555,444.00445556640625
58933.19899362555,443.2840881347656
59033.19899362555,442.5649719238281
59133.19899362555,442.59832763671875
59233.19899362555,442.7327575683594
59333.19899362555,442.4723205566406
59433.19899362555,424.2301940917969
59533.19899362555,405.7294006347656
59633.19899362555,405.17877197265625
59733.19899362555,405.1706848144531
59833.19899362555,404.3150329589844
59933.19899362555,403.34844970703125
60033.19899362555,402.1899108886719
60133.19899362555,401.0898132324219
60233.19899362555,399.1474609375
60333.19899362555,396.7684020996094
60433.19899362555,395.459716796875
60533.19899362555,392.7748107910156
60633.19899362555,389.17901611328125
60733.19899362555,387.0888977050781
60833.19899362555,382.4731750488281
60933.19899362555,378.7875061035156
61033.19899362555,377.7393493652344
61133.19899362555,373.1742248535156
61233.19899362555,370.967041015625
61333.19899362555,366.9543762207031
61433.19899362555,364.6224365234375
61533.19899362555,357.9333190917969
61633.19899362555,356.27392578125
61733.19899362555,348.6400146484375
61833.19899362555,340.2987976074219
61933.19899362555,333.22296142578125
62033.19899362555,329.1758728027344
62133.19899362555,319.8609924316406
62233.19899362555,318.2350769042969
62333.19899362555,308.5450134277344
62433.19899362555,298.38446044921875
62533.19899362555,289.6707458496094
62633.19899362555,278.6498107910156
62733.19899362555,274.4345397949219
62833.19899362555,264.8117370605469
62933.19899362555,260.33880615234375
63033.19899362555,248.01283264160156
63133.19899362555,235.77423095703125
63233.19899362555,221.28811645507812
63333.19899362555,206.22714233398438
63433.19899362555,198.6554412841797
63533.19899362555,186.1653594970703
63633.19899362555,169.93072509765625
63733.19899362555,161.65048217773438
63833.19899362555,149.53387451171875
63933.19899362555,135.83349609375
64033.19899362555,122.3779296875
64133.19899362555,118.93467712402344
64233.19899362555,105.65118408203125
64333.19899362555,92.97208404541016
64433.19899362555,89.35218811035156
64533.19899362555,76.8582992553711
64633.19899362555,64.65250396728516
64733.19899362555,60.88884353637695
64833.19899362555,48.96318054199219
64933.19899362555,37.46014404296875
65033.19899362555,33.58136749267578
65133.19899362555,22.086261749267578
65233.19899362555,11.280810356140137
65333.19899362555,7.311731338500977
65433.19899362555,-7.266322612762451
65533.19899362555,-17.54597282409668
65633.19899362556,-21.923749923706055
65733.19899362556,-30.27425765991211
65833.19899362556,-37.58543014526367
65933.19899362556,-41.32697677612305
66033.19899362556,-47.516929626464844
66133.19899362556,-53.560691833496094
66233.19899362556,-56.82994842529297
66333.19899362556,-61.534244537353516
66433.19899362556,-68.20738220214844
66533.19899362556,-76.40899658203125
66633.19899362556,-80.10763549804688
66733.19899362556,-88.4166259765625
66833.19899362556,-95.9831314086914
66933.19899362556,-100.98976135253906
67033.19899362556,-106.83186340332031
67133.19899362556,-111.7446060180664
67233.19899362556,-116.50293731689453
67333.19899362556,-120.359130859375
67433.19899362556,-123.11272430419922
67533.19899362556,-120.758544921875
67633.19899362556,-129.2709503173828
67733.19899362556,-129.53921508789062
67833.19899362556,-133.5806427001953
67933.19899362556,-130.91690063476562
68033.19899362556,-126.60787963867188
68133.19899362556,-129.25790405273438
68233.19899362556,-124.50933837890625
68333.19899362556,-119.70100402832031
68433.19899362556,-112.81401824951172
68533.19899362556,-117.0206527709961
68633.19899362556,-111.85794067382812
68733.19899362556,-104.79859161376953
68833.19899362556,-99.5478515625
68933.19899362556,-94.32042694091797
69033.19899362556,-95.77086639404297
69133.19899362556,-88.71562194824219
69233.19899362556,-82.12940979003906
69333.19899362556,-83.23749542236328
69433.19899362556,-76.53426361083984
69533.19899362556,-70.09629821777344
69633.19899362556,-70.9003677368164
69733.19899362556,-64.49288940429688
69833.19899362556,-58.38243865966797
69933.19899362556,-51.93751525878906
70033.19899362556,-46.247676849365234
70133.19899362556,-40.74844741821289
70233.19899362556,-40.93991470336914
70333.19899362556,-35.50495147705078
70433.19899362556,-30.17521858215332
70533.19899362556,-30.169605255126953
70633.19899362556,-24.827241897583008
70733.19899362556,-19.736143112182617
70833.19899362556,-14.626266479492188
70933.19899362556,-14.277812957763672
71033.19899362556,-9.026029586791992
71133.19899362556,-3.52482008934021
71233.19899362556,-2.9705538749694824
71333.19899362556,2.348559856414795
71433.19899362556,7.347675323486328
71533.19899362556,8.078670501708984
71633.19899362556,12.90583610534668
71733.19899362556,17.4176082611084
71833.19899362556,18.290359497070312
71933.19899362556,22.57332420349121
72033.19899362556,29.497045516967773
72133.19899362556,32.55655288696289
72233.19899362556,36.0964469909668
72333.19899362556,39.05345916748047
72433.19899362556,40.12141799926758
72533.19899362556,42.15459060668945
72633.19899362556,43.90482711791992
72733.19899362556,44.75421142578125
72833.19899362556,46.07990264892578
72933.19899362556,47.31827926635742
73033.19899362556,47.638492584228516
73133.19899362556,47.71414566040039
73233.19899362556,47.826473236083984
73333.19899362556,47.60546875
73433.19899362556,47.520896911621094
73533.19899362556,46.98542785644531
73633.19899362556,46.739681243896484
73733.19899362556,46.6096305847168
73833.19899362556,46.02061462402344
73933.19899362556,45.693729400634766
74033.19899362556,45.00204849243164
74133.19899362556,44.6462287902832
74233.19899362556,44.21150207519531
74333.19899362556,43.7213134765625
74433.19899362556,42.778106689453125
74533.19899362556,42.67795181274414
74633.19899362556,41.51746368408203
74733.19899362556,40.72000503540039
74833.19899362556,40.52523422241211
74933.19899362556,39.195316314697266
75033.19899362556,39.581111907958984
75133.19899362556,39.13044738769531
75233.19899362556,38.319252014160156
75333.19899362556,37.51191711425781
75433.19899362556,36.53224563598633
75533.19899362556,36.61040496826172
75633.19899362556,35.34947967529297
75733.19899362556,33.86984634399414
75833.19899362556,33.847164154052734
75933.19899362556,32.11109924316406
76033.19899362556,30.317188262939453
76133.19899362556,30.187532424926758
76233.19899362556,25.4881591796875
76333.19899362556,21.991628646850586
76433.19899362556,19.658903121948242
76533.19899362556,17.45684242248535
76633.19899362556,15.872245788574219
76733.19899362556,14.786261558532715
76833.19899362556,12.815013885498047
76933.19899362556,11.263392448425293
77033.19899362556,10.16015911102295
77133.19899362556,8.257499694824219
77233.19899362556,6.702469825744629
77333.19899362556,5.922669410705566
77433.19899362556,4.485902786254883
77533.19899362556,3.1926467418670654
77633.19899362556,2.540306806564331
77733.19899362556,1.3452396392822266
77833.19899362556,0.21468894183635712
77933.19899362556,-0.3015565276145935
78033.19899362556,-1.355454921722412
78133.19899362556,-2.3736488819122314
78233.19899362556,-2.8663341999053955
78333.19899362556,-3.7173569202423096
78433.19899362556,-4.545025825500488
78533.19899362556,-5.000177383422852
78633.19899362556,-5.747363567352295
78733.19899362556,-6.289912223815918
78833.19899362556,-6.6374359130859375
78933.19899362556,-7.003489017486572
79033.19899362556,-7.344743728637695
79133.19899362556,-7.51715612411499
79233.19899362556,-8.064212799072266
79333.19899362556,-8.638748168945312
79433.19899362556,-9.066474914550781
79533.19899362556,-9.246606826782227
79633.19899362556,-9.840582847595215
79733.19899362556,-9.959845542907715
79833.19899362556,-10.202350616455078
79933.19899362556,-10.241003036499023
80033.19899362556,-10.202455520629883
80133.19899362556,-10.375587463378906
80233.19899362556,-10.448772430419922
80333.19899362556,-10.096068382263184
80433.19899362556,-10.022088050842285
80533.19899362556,-10.017983436584473
80633.19899362556,-9.91433048248291
80733.19899362556,-9.752802848815918
80833.19899362556,-9.483819961547852
80933.19899362556,-9.258750915527344
81033.19899362556,-8.84497356414795
81133.19899362556,-8.585622787475586
81233.19899362556,-7.9704790115356445
81333.19899362556,-7.8591389656066895
81433.19899362556,-7.425313949584961
81533.19899362556,-7.147783279418945
81633.19899362556,-6.977543354034424
81733.19899362556,-6.746546745300293
81833.19899362556,-6.5445966720581055
81933.19899362556,-6.417860984802246
82033.19899362556,-6.18483829498291
82133.19899362556,-6.021672248840332
82233.19899362556,-5.933690547943115
82333.19899362556,-5.784539699554443
82433.19899362556,-5.654770374298096
82533.19899362556,-5.5868635177612305
82633.19899362556,-5.468650817871094
82733.19899362556,-5.369122505187988
82833.19899362556,-5.315535068511963
82933.19899362556,-5.222661972045898
83033.19899362556,-4.867393493652344
83133.19899362556,-4.600337505340576
83233.19899362556,-4.234195232391357
83333.19899362556,-3.9213364124298096
83433.19899362556,-3.7678446769714355
83533.19899362556,-3.5028398036956787
83633.19899362556,-3.223064422607422
83733.19899362556,-2.9966704845428467
83833.19899362556,-2.888427257537842
83933.19899362556,-2.6989803314208984
84033.19899362556,-2.5597732067108154
84133.19899362556,-2.479872465133667
84233.19899362556,-2.3925139904022217
84333.19899362556,-2.2859067916870117
84433.19899362556,-2.2582144737243652
84533.19899362556,-2.171280860900879
84633.19899362556,-2.126422643661499
84733.19899362556,-2.08115553855896
84833.19899362556,-2.050415515899658
84933.19899362556,-2.102586030960083
85033.19899362556,-1.9590563774108887
85133.19899362556,-1.6076669692993164
85233.19899362556,-1.4094175100326538
85333.19899362556,-1.3320887088775635
85433.19899362556,-1.185079574584961
85533.19899362556,-1.0757232904434204
85633.19899362556,-1.03983473777771
85733.19899362556,-0.9698708653450012
85833.19899362556,-0.9522265791893005
85933.19899362556,-0.9277777671813965
86033.19899362556,-0.5746933817863464
86133.19899362556,-0.3194218873977661
86233.19899362556,-0.15779677033424377
86333.19899362556,0.08247262239456177
86433.19899362556,0.2697618007659912
86533.19899362556,0.3548732399940491
86633.19899362556,0.49356526136398315
86733.19899362556,0.636989414691925
86833.19899362556,0.7164780497550964
86933.19899362556,0.8755708336830139
87033.19899362556,1.0348113775253296
87133.19899362556,1.1144665479660034
87233.19899362556,1.2738666534423828
87333.19899362556,1.4333786964416504
87433.19899362556,1.5131624937057495
87533.19899362556,1.6728047132492065
87633.19899362556,1.8325412273406982
87733.19899362556,2.0101284980773926
87833.19899362556,2.1167399883270264
87933.19899362556,2.3301002979278564
88033.19899362556,2.5436434745788574
88133.19899362556,2.6504945755004883
88233.19899362556,2.864333152770996
88333.19899362556,3.0783326625823975
88433.19899362556,3.185474395751953
88533.19899362556,3.400219678878784
88633.19899362556,3.6156513690948486
88733.19899362556,0
88833.19899362556,0
88933.19899362556,0
89033.19899362556,0
